pubdate,views,dislikes,likes,duration,id,mult,title,nb_recommendations,depth,channel,key
2020-04-24,423,464,4776,1274,C92LlAnGScc,11.906435911303408,"NBC Nightly News Broadcast (Full) - April 24th, 2020 | NBC Nightly News",185,1,NBC News,1bca
2020-04-22,1,1245,10,1271,72CtMFyAmjs,0.965386695511087,"NBC Nightly News Broadcast (Full) - April 22nd, 2020 | NBC Nightly News",15,1,NBC News,1bcb
2020-04-23,156,91,959,3406,7jUoFFgKj9g,0.7723093564088691,"PBS NewsHour full episode, Apr 23, 2020",12,1,PBS NewsHour,1bcc
2020-04-18,4,3650,18,1131,KyOxKyupxhM,2.188209843158464,"NBC Nightly News Broadcast (Full) -  April 18th, 2020 | NBC Nightly News",34,1,NBC News,1bcd
2020-04-24,478,596,3681,3183,mdaX5vguCDk,4.569497025419145,Live: New York Gov. Andrew Cuomo Holds Coronavirus Briefing | NBC News,71,1,NBC News,1bce
2020-04-24,234,225,1663,688,1jUVIFfGqcM,0.643591130340724,New Protests Emerge Over Stay-At-Home Orders | NBC Nightly News,10,1,NBC News,1bcf
2020-04-24,121,115,3186,795,Z58KFHOaLD8,0.45051379123850704,"Top U.S. & World Headlines — April 24, 2020",7,1,Democracy Now!,1bcg
2020-04-24,1,2920,17,710,sqI5_jH-AbY,6.435911303407247,Trump Suggests Disinfectant To Kill Virus Inside The Body | Morning Joe | MSNBC,100,1,MSNBC,1bch
2020-04-24,115,228,480,3027,kXybEAxL1tE,3.346673877771768,Live: L.A. Mayor Eric Garcetti Gives Coronavirus Update | NBC News,52,1,NBC News,1bci
2020-04-24,158,270,862,3198,TfIb_UqwtDQ,3.925905895078421,Live: California Gov. Newsom Gives Update On Coronavirus Response | NBC News,61,1,NBC News,1bcj
2020-04-24,54,56,417,3406,zjnuUQF4In4,3.153596538669551,"PBS NewsHour full episode, Apr 24, 2020",49,1,PBS NewsHour,1bd
,-1,-1,-1,-1,AnDJRbwJDpU,1.673336938885884,,26,1,,1bda
2020-04-23,156,91,959,3406,7jUoFFgKj9g,0.7723093564088691,"PBS NewsHour full episode, Apr 23, 2020",12,1,PBS NewsHour,1bdb
2020-04-24,423,464,4776,1274,C92LlAnGScc,11.906435911303408,"NBC Nightly News Broadcast (Full) - April 24th, 2020 | NBC Nightly News",185,1,NBC News,1bdc
2020-04-24,74,66,1146,677,_tlyNJxGgWs,6.371552190373174,"Shields and Brooks on Trump’s briefings, coronavirus aid",99,1,PBS NewsHour,1bdd
2020-04-03,5,8686,72,10926,wf0_nMaQ6tA,0.38615467820443405,Joe Rogan Experience #1453 - Eric Weinstein,6,1,PowerfulJRE,1bde
2020-02-24,3,1945,17,7258,JvEas_zZ4fM,2.896160086533261,Watch CNBC's full interview with Berkshire Hathaway CEO Warren Buffett,45,1,CNBC Television,1bdf
2020-04-24,28,29,266,2730,4FHvzSwXbxg,0.5792320173066521,"WATCH LIVE: New York governor gives coronavirus update -- April 24, 2020",9,1,PBS NewsHour,1bdg
2020-04-24,15,29,164,3698,9fO24XyqBqk,0.7723093564088691,"WATCH LIVE: California governor gives coronavirus update -- April 24, 2020",12,1,PBS NewsHour,1bdh
